"","GSM2882963","GSM2882964","GSM2882965","GSM2882966","GSM2882967","GSM2882968","GSM2882969","GSM2882970","GSM2882971","GSM2882972","GSM2882973","GSM2882974","GSM2882975","GSM2882976","GSM2882977","GSM2882978","GSM2882979","GSM2882980","GSM2882981","GSM2882982","GSM2882983","GSM2882984","GSM2882985","GSM2882986","GSM2882987","GSM2882988","GSM2882989","GSM2882990","GSM2882991","GSM2882992","GSM2882993","GSM2882995","GSM2882996","GSM2882997","GSM2882998","GSM2882999","GSM2883000","GSM2883001","GSM2883002","GSM2883003","GSM2883004","GSM2883005","GSM2883006","GSM2883007","GSM2883008","GSM2883009","GSM2883010","GSM2883011","GSM2883012","GSM2883013","GSM2883014","GSM2883015","GSM2883016","GSM2883017","GSM2883018","GSM2883019"
"ENSG00000103546",0,0,-1,1,0,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,0,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,1,-1,0,-1,-1,0,0,0,-1,0,1,0,1
"ENSG00000103549",-1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,-1,-1,1,0,0,0,1,1,1,0,-1,-1,1,0,0,-1,0,-1,-1,0,0,0,-1,0,0,1,-1,-1,0,0,-1,-1,0,0,0,-1,1,1,1
"ENSG00000103569",1,1,-1,-1,0,0,-1,1,-1,1,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,-1,-1,-1,0,0,0,-1,1
"ENSG00000103657",1,1,0,0,0,0,0,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,1,1,0,0,-1,-1,-1,1,1,-1,0,1,0,0,0,-1,-1,0,0,0,0,-1,1,1,1,1,0,0,-1,0,1,1,0,1,-1
"ENSG00000103707",0,-1,0,1,0,0,0,1,1,-1,0,0,-1,-1,-1,1,1,-1,0,0,-1,0,-1,0,0,0,0,0,1,0,-1,0,1,0,0,0,-1,0,0,1,0,1,0,-1,1,1,0,-1,0,-1,-1,0,1,1,0,1
"ENSG00000103740",1,1,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1,0,0,-1,0,1,1,0,0,0,0,0,0,-1,0,-1,1,1,0,0,-1,0,-1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1
"ENSG00000103811",0,0,0,0,0,0,0,1,-1,0,0,0,0,-1,-1,1,1,-1,0,1,0,0,0,1,1,0,-1,0,1,1,1,0,-1,1,-1,-1,0,-1,1,0,0,-1,0,0,-1,1,0,-1,0,1,0,-1,-1,0,0,1
"ENSG00000103876",0,1,0,0,-1,1,1,1,0,-1,0,0,0,1,1,0,0,-1,-1,0,1,0,0,1,1,1,0,0,-1,-1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,-1,-1,0,0,-1,0,0,1,1
"ENSG00000104044",-1,1,0,-1,0,-1,-1,1,0,-1,0,0,0,1,1,0,0,0,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,0,0,0,0,-1,1,0,0,0,0,0,-1,0,1,-1,0,-1
"ENSG00000104055",-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,0,0,-1,1,1,1,-1,-1,-1,-1,0,0,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,1
"ENSG00000104219",0,0,-1,0,0,0,0,-1,0,0,0,-1,-1,-1,-1,0,0,1,1,0,-1,0,-1,-1,-1,-1,0,0,1,1,1,0,1,0,1,1,0,0,-1,0,-1,0,0,1,1,0,0,1,1,0,0,1,1,0,-1,0
"ENSG00000104267",1,0,1,0,0,0,0,-1,-1,0,0,1,1,1,1,-1,-1,0,0,0,0,0,0,0,0,1,1,1,0,0,-1,-1,-1,-1,-1,0,0,0,0,1,1,0,1,0,0,0,0,1,-1,1,0,0,-1,-1,-1,-1
"ENSG00000104325",1,1,1,0,-1,-1,-1,0,-1,-1,0,0,0,1,0,0,0,0,1,0,0,-1,0,1,1,1,0,0,0,0,-1,-1,0,-1,0,0,-1,-1,-1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,-1,-1,1
"ENSG00000104331",1,0,0,0,-1,0,0,0,0,0,0,-1,-1,1,0,0,-1,0,0,0,-1,-1,-1,1,1,0,1,1,1,0,1,-1,0,-1,1,1,0,0,-1,0,0,0,0,0,1,-1,-1,0,0,0,-1,1,1,0,-1,1
"ENSG00000104343",0,0,0,0,0,-1,-1,0,0,0,0,0,0,1,1,-1,-1,0,1,0,0,-1,0,1,0,-1,0,0,1,1,-1,-1,0,-1,1,1,0,-1,-1,0,0,0,0,0,1,0,-1,1,1,0,0,1,1,-1,-1,1
"ENSG00000104517",0,-1,-1,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,1,1,0,0,0,0,1,1,-1,-1,0,1,0,-1,-1,0,-1,1,1,-1,-1,-1,0,-1,0,0,1,1,0,0,0,0,-1,-1,1,1,0,0,1
"ENSG00000104522",0,0,0,0,0,1,1,1,0,-1,0,0,0,0,1,1,0,-1,-1,0,0,0,0,1,1,0,0,0,-1,0,1,1,-1,1,-1,-1,0,0,0,-1,0,0,0,-1,-1,1,1,-1,-1,0,1,-1,-1,0,0,1
"ENSG00000104524",0,-1,-1,0,0,0,1,1,0,0,0,0,-1,0,-1,1,1,-1,-1,0,0,0,0,1,1,1,-1,1,-1,1,-1,0,0,1,-1,-1,1,1,1,0,0,0,0,0,-1,-1,0,0,-1,0,0,-1,-1,0,1,0
"ENSG00000104549",0,0,0,0,0,-1,-1,1,-1,1,0,0,-1,1,1,0,0,0,0,0,0,-1,0,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,0,-1,-1,-1,0,1,0,0,1,-1,0,0,0,-1,1,0,0,1,0,-1,0,1
"ENSG00000104635",0,0,1,1,0,0,-1,1,0,-1,-1,-1,0,-1,-1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,-1,0,0,0,-1,-1,-1,-1,1,-1,-1,0,0,0,-1,0,0,0,0,0,0,1,0,1,0,1
"ENSG00000104687",0,1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,1,-1,0,-1,0,-1,0,0,0,1,1,1,0,0,0,0,-1,0,0,0,0,0,-1,1,0,-1,0,1,1,1,0,0,1,-1,-1,-1,-1,0,1,1,0,1
"ENSG00000104723",0,-1,-1,-1,0,1,0,0,-1,0,0,-1,-1,1,1,0,0,1,1,0,0,-1,-1,1,1,0,0,0,1,1,-1,-1,0,-1,0,0,-1,-1,0,0,-1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
"ENSG00000104763",0,-1,-1,0,0,-1,-1,1,0,-1,-1,0,0,1,0,0,0,0,0,-1,0,0,0,1,1,-1,-1,-1,1,1,-1,0,1,0,1,0,-1,0,-1,1,0,0,0,1,1,0,0,0,0,0,-1,1,1,0,0,1
"ENSG00000104774",0,1,0,1,1,1,1,1,0,-1,0,0,0,1,1,0,0,-1,-1,0,0,0,0,1,1,0,0,0,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,-1,0,1,1,1
"ENSG00000104808",0,0,-1,0,0,-1,-1,0,1,-1,0,-1,-1,1,1,1,1,-1,-1,-1,0,-1,-1,0,0,0,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1
"ENSG00000104812",0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,-1,-1,1,0,0,1,-1,0,0,1,0,-1,0,1,0,-1,0,-1,-1,0,0,0,0,1,0,0,-1,-1,1,1,-1,-1,0,0,-1,-1,0,0,-1
"ENSG00000104823",0,0,1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,1,0,1,0,0,1,1,1,-1,0,-1,1,0,1,-1,-1,0,0,1,0,1,0,1,-1,-1,0,1,0,-1,1,1,-1,-1,0,0,-1
"ENSG00000104879",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,1,1,0,0,-1,-1,1,1,1,-1,0,0,0,-1,0,-1,0,1,1,1,0,1,0,0,-1,-1,0,0,-1,-1,1,1,-1,-1,0,0,-1
"ENSG00000104885",0,0,0,0,1,1,1,1,0,-1,0,0,0,1,1,0,1,0,-1,1,0,1,1,1,1,0,0,0,-1,0,-1,0,-1,0,-1,-1,0,0,0,-1,0,0,0,-1,-1,0,0,-1,-1,0,0,-1,-1,1,0,1
"ENSG00000104888",1,0,-1,0,0,0,0,1,0,0,0,0,0,-1,-1,1,1,0,0,0,1,1,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,1
"ENSG00000104907",0,0,1,0,1,0,0,1,0,0,0,-1,0,-1,-1,0,0,-1,-1,0,1,0,0,1,1,0,0,0,-1,0,1,1,0,1,-1,-1,0,0,1,0,0,0,0,-1,-1,1,1,-1,-1,0,0,-1,-1,1,0,1
"ENSG00000104951",1,0,0,0,0,0,-1,1,0,1,0,1,1,1,0,0,0,-1,-1,0,0,0,1,1,1,0,0,0,-1,-1,-1,0,0,1,-1,0,1,1,1,-1,0,0,0,-1,-1,0,0,-1,-1,-1,0,-1,0,0,0,1
"ENSG00000105143",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
"ENSG00000105198",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"ENSG00000105202",-1,0,0,0,1,0,1,1,0,-1,0,0,0,-1,-1,-1,-1,0,-1,0,1,0,-1,1,1,0,0,1,0,1,1,0,-1,1,-1,0,1,0,0,0,0,0,0,0,-1,0,1,0,-1,0,1,-1,-1,0,1,0
"ENSG00000105205",0,1,-1,0,-1,-1,-1,1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,0,-1
"ENSG00000105220",1,1,1,-1,0,0,0,0,0,-1,0,0,0,1,1,0,0,-1,-1,0,0,1,1,1,1,1,1,1,-1,0,1,0,-1,1,-1,-1,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,-1,-1,0,0,0
"ENSG00000105223",0,0,0,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,1,1,1,1,0,0,0,-1,1,0,0,-1,1,-1,-1,0,0,0,-1,0,1,1,-1,-1,1,0,-1,-1,0,0,-1,-1,1,1,1
"ENSG00000105254",0,1,0,0,0,0,1,1,0,-1,-1,0,1,1,1,0,0,-1,-1,1,1,0,0,1,1,0,0,0,-1,0,-1,-1,-1,0,-1,-1,0,0,0,0,1,0,0,0,-1,1,1,0,-1,0,0,-1,-1,0,0,1
"ENSG00000105258",-1,0,0,0,1,0,1,0,0,0,-1,1,1,1,1,1,0,-1,0,0,1,-1,-1,-1,-1,0,0,1,0,-1,1,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,1,0,-1,0,1,-1,-1,-1,0,-1
"ENSG00000105281",0,0,-1,0,0,-1,-1,1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,1,1,1,1,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,-1,0,1,1,-1,-1,0,0,1,0,1,1,1
"ENSG00000105355",0,0,1,0,0,0,1,0,0,-1,0,0,0,1,1,0,0,-1,-1,1,0,0,0,0,0,1,0,1,-1,-1,0,0,-1,0,-1,-1,1,0,0,0,1,1,1,-1,-1,1,1,-1,-1,1,0,-1,-1,0,0,0
"ENSG00000105379",-1,0,1,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,1,0,0,1,1,0,1,1,-1,0,1,0,-1,0,-1,-1,0,1,1,0,1,0,0,-1,-1,0,0,-1,-1,1,1,-1,-1,0,0,1
"ENSG00000105398",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"ENSG00000105409",-1,-1,-1,0,-1,1,1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,-1,-1,0,-1,-1,0,-1,0
"ENSG00000105499",-1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,-1,0,0,1,1,-1,-1,0,0,0,-1,0,0,1,-1,0,-1,0,0,0,-1,0,1,1,1,-1,-1,0,-1,-1,-1,0,0,0,0,1,1,-1
"ENSG00000105509",0,-1,0,0,-1,1,0,1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,1,1,-1,0,-1,0,1,-1,0,1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,0,1
"ENSG00000105516",0,1,0,0,0,1,1,0,0,-1,0,1,1,1,1,0,0,0,-1,0,0,0,0,1,1,0,0,0,-1,1,0,0,-1,0,-1,-1,1,1,1,0,0,-1,0,-1,-1,1,0,-1,-1,0,-1,-1,-1,0,0,0
"ENSG00000105520",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,1,1,1,0,0,-1,0,1,0,-1,0,-1,0,1,1,0,0,0,1,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,1
"ENSG00000105552",-1,0,1,1,1,1,1,0,0,-1,-1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,-1,0,-1,-1,0,-1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,-1,-1,0,0,-1
"ENSG00000105607",0,0,1,1,1,0,1,1,0,-1,0,0,1,0,0,-1,-1,-1,0,1,1,0,0,0,1,0,0,1,-1,0,1,0,-1,0,-1,-1,0,-1,1,0,0,0,0,-1,-1,0,0,0,-1,1,1,-1,-1,0,0,0
"ENSG00000105641",-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,0,1
"ENSG00000105647",-1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,-1,1,0,0,0,1,0,1,0,0,-1,-1,1,0,-1,0,-1,-1,0,0,1,-1,1,1,1,-1,-1,1,0,-1,-1,0,0,-1,-1,0,0,1
"ENSG00000105650",1,1,0,1,0,-1,0,1,0,-1,0,-1,0,0,1,1,1,0,-1,0,0,0,0,1,1,1,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,1,1,0,-1,1,0,0,-1,0,0,-1
"ENSG00000105655",0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,0,0,-1,-1,0,0,0,-1,1,1,1
"ENSG00000105669",0,0,1,0,1,1,1,1,0,-1,0,0,0,0,0,0,0,-1,-1,0,1,0,0,1,1,1,0,0,-1,1,1,0,-1,1,-1,-1,0,0,0,-1,0,0,0,-1,-1,0,1,0,-1,-1,0,-1,-1,1,0,0
"ENSG00000105675",-1,0,-1,0,0,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,0,-1,-1,-1,-1,-1,-1,1,1,-1,0,0,0,-1
"ENSG00000105679",0,1,1,0,1,-1,-1,1,1,-1,0,0,0,-1,-1,-1,0,-1,-1,0,0,0,0,1,1,1,0,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,-1,-1,0,0,-1,0,0,1,1,-1,1,0,1
"ENSG00000105701",0,0,0,0,0,0,0,1,0,-1,0,0,0,0,1,0,0,-1,-1,0,0,0,1,1,1,0,0,0,-1,0,0,1,-1,1,-1,-1,1,1,1,-1,0,0,1,-1,-1,1,1,-1,-1,0,0,-1,-1,0,0,1
"ENSG00000105835",1,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,-1,0,-1,1,1,0,-1,-1,-1,1,1,0,0,0,1,0,-1,-1,0,-1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,-1,0,0,-1,-1,1
"ENSG00000105851",1,0,-1,0,0,-1,-1,1,0,-1,0,0,0,1,1,-1,-1,0,-1,0,-1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,-1,-1,-1,0,0,0,0,1,0,1,0,0,0,-1,-1,-1,1,0,0,0,1
"ENSG00000105852",1,0,0,1,0,1,0,1,0,-1,0,-1,0,-1,0,-1,-1,1,0,-1,-1,0,-1,1,1,1,0,-1,-1,-1,-1,1,1,0,0,-1,-1,-1,0,-1,-1,0,0,-1,0,0,-1,-1,-1,0,0,0,0,1,0,1
"ENSG00000105854",1,0,-1,0,0,-1,-1,1,0,0,0,-1,-1,0,0,1,0,0,0,-1,-1,0,-1,1,1,0,0,0,1,-1,0,0,1,-1,0,1,-1,0,0,1,-1,0,0,1,1,1,0,0,0,-1,-1,0,1,0,0,1
"ENSG00000105879",0,0,-1,0,0,1,0,-1,0,-1,0,0,-1,0,1,1,1,0,1,-1,0,-1,-1,0,0,-1,0,0,1,1,0,1,0,-1,1,1,0,0,0,0,0,-1,-1,1,1,1,0,0,0,0,0,0,1,-1,-1,-1
"ENSG00000105929",-1,-1,-1,1,1,-1,-1,0,0,-1,0,-1,0,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1
"ENSG00000105939",0,1,-1,0,0,-1,-1,1,0,-1,0,0,0,1,1,0,0,0,0,0,-1,0,0,1,1,0,-1,-1,1,1,-1,-1,0,-1,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1
"ENSG00000105953",0,1,1,0,0,1,1,0,-1,0,0,0,1,0,0,0,0,-1,-1,0,0,0,1,0,0,1,1,1,-1,0,0,0,-1,1,-1,-1,0,0,1,0,1,0,1,-1,-1,0,1,-1,-1,0,0,-1,-1,0,0,-1
"ENSG00000106049",1,1,1,0,0,0,0,-1,-1,0,-1,0,0,0,0,-1,-1,0,1,0,0,0,0,1,1,1,1,0,1,1,-1,-1,0,-1,0,0,-1,-1,0,1,0,0,0,0,1,0,0,0,1,-1,-1,0,0,-1,-1,0
"ENSG00000106080",0,0,-1,0,0,1,0,1,0,-1,0,-1,-1,0,0,0,0,-1,0,0,-1,0,-1,1,1,0,0,0,1,1,1,-1,-1,-1,0,0,-1,-1,0,0,0,-1,0,1,1,0,1,-1,0,1,0,1,1,0,0,1
"ENSG00000106105",0,-1,1,-1,0,0,0,1,0,1,0,0,-1,-1,0,0,0,0,1,0,0,0,0,1,1,-1,1,0,1,1,-1,-1,-1,-1,0,0,-1,-1,0,0,-1,0,0,1,0,-1,-1,0,1,1,0,1,0,0,0,1
"ENSG00000106258",0,-1,0,1,1,0,0,0,0,1,0,-1,0,1,1,0,0,0,1,0,0,0,-1,1,1,-1,-1,-1,1,-1,0,-1,0,-1,0,0,0,0,-1,0,0,0,-1,-1,1,-1,-1,1,0,0,0,1,1,0,0,1
"ENSG00000106302",0,1,1,0,0,-1,-1,-1,0,-1,0,-1,-1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,-1,-1
"ENSG00000106304",0,0,1,0,0,-1,-1,-1,0,-1,-1,0,-1,1,1,1,1,-1,-1,-1,0,-1,-1,-1,0,0,1,1,-1,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,0,0,1,1,0,1,0,1,0,0,-1,0,-1,0,-1
"ENSG00000106346",0,0,-1,1,0,0,-1,1,0,-1,0,0,0,1,0,-1,-1,0,1,1,0,0,-1,1,1,0,0,-1,0,0,1,0,-1,-1,-1,0,1,-1,0,1,0,0,0,-1,0,0,0,1,0,0,-1,1,1,0,-1,1
"ENSG00000106348",0,0,-1,0,1,-1,-1,1,0,-1,0,0,0,1,1,1,1,-1,-1,0,1,0,0,1,1,1,0,0,0,0,-1,0,-1,0,-1,-1,-1,0,1,0,0,0,0,-1,-1,0,0,0,-1,0,0,-1,-1,1,1,1
"ENSG00000106384",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"ENSG00000106392",0,0,-1,1,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,1,0,-1,-1,-1,1,1,0,0,0,1,0,-1,-1,1,-1,1,0,0,-1,0,0,-1,0,0,1,1,0,-1,1,1,0,0,1,1,0,-1,1
"ENSG00000106397",0,0,0,0,0,1,1,1,0,0,0,0,0,-1,-1,-1,-1,0,-1,0,0,1,1,1,1,1,0,0,0,1,1,0,-1,0,-1,-1,0,0,1,0,0,0,0,-1,-1,0,0,-1,-1,0,0,-1,-1,1,1,1
"ENSG00000106459",0,0,-1,1,0,1,1,0,0,-1,0,-1,-1,1,1,-1,0,1,0,0,1,1,0,0,0,0,0,1,-1,0,1,0,0,0,0,0,0,1,-1,-1,-1,-1,0,-1,-1,0,0,-1,0,1,1,0,0,-1,0,1
"ENSG00000106462",1,0,1,0,0,-1,-1,0,0,-1,0,-1,0,0,0,1,0,1,1,1,0,-1,-1,1,1,0,0,1,0,-1,1,0,0,-1,0,0,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,1,0,1,0,1,0,0,1
"ENSG00000106605",0,0,0,0,-1,1,1,1,-1,-1,0,0,0,1,1,0,-1,0,0,0,-1,0,0,1,1,0,0,-1,-1,-1,0,-1,-1,-1,0,1,-1,0,0,1,0,0,0,1,1,1,0,1,-1,0,0,0,0,0,-1,1
"ENSG00000106628",0,0,0,0,1,0,0,0,0,-1,0,0,1,0,0,1,1,-1,-1,0,1,-1,0,0,0,0,0,0,-1,1,1,1,-1,1,-1,-1,1,1,0,0,0,1,1,-1,-1,0,1,-1,-1,0,0,-1,-1,0,0,0
"ENSG00000106633",-1,-1,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,0,0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,1
"ENSG00000106636",-1,0,1,0,1,1,1,1,0,-1,0,0,0,0,1,0,-1,-1,-1,0,0,0,1,1,1,0,1,1,-1,1,1,0,-1,0,-1,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,-1,-1,0,0,1
"ENSG00000106648",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"ENSG00000106688",-1,-1,0,0,0,0,0,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,-1,-1,1,1,1,-1,0,0,1,0,0,1,0,0,-1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1
"ENSG00000106733",0,0,-1,0,0,-1,-1,1,1,-1,-1,0,0,0,-1,0,0,0,1,-1,-1,0,-1,1,1,0,-1,-1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,-1,0,-1,-1,1,1,0,0,1
"ENSG00000106853",0,1,0,0,0,-1,-1,1,1,0,0,0,0,1,1,1,1,0,0,0,-1,-1,-1,1,1,0,0,-1,0,-1,1,0,-1,-1,0,-1,-1,-1,0,-1,0,0,-1,1,1,0,1,0,0,0,0,0,0,0,0,1
"ENSG00000106976",0,1,0,1,1,0,0,1,0,-1,0,-1,-1,0,0,0,0,-1,-1,1,0,0,1,1,1,1,-1,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,1,0,1,1,1
"ENSG00000106992",0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,-1,-1,0,-1,0,1,0,0,0,0,0,-1,0,0,0,0,1,-1,0,1,0,0,0,1,0,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,-1
"ENSG00000107159",-1,0,-1,1,1,0,-1,0,0,-1,0,0,0,-1,-1,1,1,-1,1,0,0,1,1,0,-1,-1,-1,0,-1,-1,-1,1,-1,0,-1,0,0,1,-1,0,0,-1,0,-1,1,-1,0,0,1,0,0,1,-1,-1,0,-1
"ENSG00000107165",0,0,1,0,0,1,1,0,0,-1,0,1,1,-1,-1,0,-1,1,0,1,0,0,-1,0,0,-1,0,0,-1,-1,1,-1,1,0,0,0,-1,0,0,1,1,-1,-1,0,0,0,-1,0,1,-1,1,1,0,-1,0,-1
"ENSG00000107242",1,1,1,1,0,-1,-1,0,-1,1,0,0,0,-1,-1,-1,0,1,1,1,0,0,0,1,0,0,0,-1,0,0,-1,0,1,0,0,0,-1,0,0,1,0,0,-1,-1,0,-1,-1,0,0,-1,0,1,1,1,0,-1
"ENSG00000107317",0,0,0,-1,-1,1,1,0,1,0,0,0,1,1,1,0,0,-1,-1,0,0,1,1,0,0,0,0,0,-1,-1,1,1,0,1,0,0,1,0,0,0,0,1,1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,0
"ENSG00000107341",0,0,1,0,0,0,-1,0,-1,-1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,-1,-1,0,0,-1,0,-1,-1,-1,0,1,-1,0,0,1,1,0,1,1,0,-1,0,0,-1,-1,0,-1,1
"ENSG00000107537",1,0,0,-1,-1,0,-1,-1,0,0,-1,0,0,1,1,0,0,-1,0,-1,-1,0,0,-1,-1,1,0,0,0,0,0,0,1,0,1,1,0,0,-1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,-1,-1,-1
