"","Control1","Control2","Control3","M1","M2","M3"
"Stard3",-1,1,-1,0,1,0
"Stard4",-1,1,1,-1,0,0
"Stard5",1,1,-1,-1,0,0
"Stard6",1,-1,1,0,-1,0
"Stard7",0,-1,0,-1,1,1
"Stard8",-1,0,1,0,-1,1
"Stard9",1,1,0,-1,-1,0
"Stra6",-1,-1,1,0,0,1
"Sts",0,0,0,0,0,0
"Stt3a",0,1,1,-1,-1,0
"Stt3b",-1,0,1,0,-1,1
"Stub1",-1,0,-1,0,1,1
"Sucla2",1,-1,0,-1,1,0
"Suclg1",1,-1,0,-1,1,0
"Suclg2",1,-1,0,-1,1,0
"Sult1a1",-1,0,1,1,-1,0
"Sult1b1",-1,-1,-1,-1,-1,-1
"Sult1c1",-1,-1,-1,-1,-1,-1
"Sult1c2",-1,-1,-1,-1,-1,-1
"Sult1e1",-1,-1,-1,-1,-1,-1
"Sult2a1",-1,-1,-1,-1,-1,-1
"Sult2b1",-1,1,1,0,0,-1
"Sult3a1",-1,-1,-1,-1,-1,-1
"Sult4a1",-1,-1,0,-1,-1,1
"Suox",0,-1,0,-1,1,1
"Suv39h1",-1,0,1,0,-1,1
"Suv39h2",0,1,0,-1,1,-1
"Syce2",-1,1,1,0,0,-1
"Synj1",0,-1,1,0,-1,1
"Synj2",-1,0,0,-1,1,1
"Syvn1",-1,1,0,0,-1,1
"Taf9",0,1,0,-1,-1,1
"Taldo1",1,-1,-1,0,1,0
"Tarbp1",-1,0,1,-1,0,1
"Tars",-1,0,1,0,-1,1
"Tat",1,0,-1,-1,-1,-1
"Tbcb",-1,1,-1,1,0,0
"Tbl1x",0,1,1,-1,-1,0
"Tbl1xr1",0,-1,1,0,-1,1
"Tbxas1",0,0,1,-1,-1,1
"Tcirg1",0,1,-1,1,-1,0
"Tdh",-1,-1,-1,-1,-1,0
"Tdo2",1,0,1,0,-1,-1
"Tecr",0,-1,-1,1,0,1
"Tecrl",1,0,0,-1,0,-1
"Tent2",-1,0,1,0,-1,1
"Tent4a",-1,0,1,-1,0,1
"Tfb1m",-1,0,1,-1,1,0
"Tfb2m",1,-1,0,-1,1,0
"Tfrc",1,0,0,-1,1,-1
"Tgds",1,-1,0,1,0,-1
"Tgm1",0,1,0,1,-1,-1
"Tgm2",-1,0,0,1,-1,1
"Tgm3",0,-1,-1,1,0,1
"Tgm4",0,1,-1,0,1,-1
"Tgm5",-1,-1,0,0,1,-1
"Tgm6",-1,-1,-1,-1,-1,-1
"Tgm7",-1,-1,-1,-1,-1,-1
"Tgs1",-1,0,1,1,-1,0
"Th",1,-1,0,-1,1,0
"Tha1",1,0,-1,-1,1,0
"Thnsl1",1,0,1,-1,-1,0
"Thop1",0,1,-1,0,-1,1
"Thtpa",0,0,1,-1,-1,1
"Tiam2",1,1,0,-1,0,-1
"Ticrr",-1,1,0,0,-1,0
"Tigar",1,-1,0,-1,1,0
"Tiparp",-1,-1,1,1,0,0
"Tk1",-1,1,-1,1,0,0
"Tk2",-1,0,0,1,-1,1
"Tkfc",-1,0,-1,1,0,1
"Tkt",0,-1,-1,1,0,1
"Tktl1",-1,1,-1,-1,-1,-1
"Tktl2",-1,-1,-1,-1,-1,-1
"Tm7sf2",0,0,-1,-1,1,1
"Tmem54",1,0,1,-1,0,-1
"Tmem91",1,0,-1,-1,0,-1
"Tmlhe",0,0,0,0,0,0
"Tmppe",1,0,1,-1,-1,0
"Tmx3",0,1,1,0,-1,-1
"Tnfrsf21",0,1,0,-1,-1,1
"Tnks",0,0,1,-1,-1,1
"Tnks2",-1,1,1,0,-1,0
"Tnni3k",-1,-1,0,-1,-1,-1
"Tnrc6b",-1,1,1,0,-1,0
"Tns2",-1,-1,1,0,0,1
"Tomt",-1,1,-1,0,0,1
"Topors",0,1,1,0,-1,-1
"Tph1",-1,0,1,0,-1,1
"Tph2",1,0,0,-1,-1,1
"Tpi1",-1,0,0,-1,1,1
"Tpk1",0,1,1,0,-1,-1
"Tpmt",-1,-1,1,1,0,0
"Tpo",-1,-1,-1,-1,-1,-1
"Tpp1",-1,0,1,0,-1,1
"Tpr",0,1,1,0,-1,-1
"Tpsab1",0,-1,1,0,-1,1
"Tpsb2",0,-1,1,0,-1,1
"Tpst1",-1,1,1,0,-1,0
"Tpst2",-1,0,-1,1,0,1
"Tpte",-1,-1,0,1,0,1
"Traf7",-1,1,0,0,-1,1
"Trdmt1",-1,-1,1,0,0,1
"Treh",-1,-1,-1,-1,-1,-1
"Trex1",-1,0,-1,1,0,1
"Trex2",-1,-1,-1,1,-1,0
"Trhde",-1,0,1,1,-1,0
"Trib3",-1,0,0,1,-1,1
"Trim12c",0,1,0,1,-1,-1
"Trim32",-1,1,0,0,-1,1
"Trim33",0,1,1,0,-1,-1
"Trim63",1,0,-1,0,-1,1
"Trim65",-1,1,1,-1,0,0
"Trip12",-1,1,1,0,-1,0
"Trit1",0,-1,1,-1,1,0
"Trmt1",-1,1,-1,0,0,1
"Trmt10a",0,0,1,1,-1,-1
"Trmt10b",-1,1,1,0,-1,0
"Trmt10c",0,-1,1,1,0,-1
"Trmt11",-1,0,1,1,0,-1
"Trmt12",0,-1,0,1,-1,1
"Trmt13",-1,1,1,0,0,-1
"Trmt1l",-1,1,1,0,0,-1
"Trmt9b",1,0,0,1,-1,-1
"Trmu",1,0,-1,0,1,-1
"Trnt1",0,0,1,1,-1,-1
"Trpm2",0,0,0,-1,-1,1
"Tst",1,0,-1,0,1,-1
"Ttc3",0,1,1,0,-1,-1
"Ttl",1,-1,0,1,-1,0
"Ttll10",0,1,1,0,-1,-1
"Tufm",1,-1,0,-1,1,0
"Tusc3",-1,0,1,0,-1,1
"Tut1",-1,0,1,1,-1,0
"Tut4",0,0,1,-1,-1,1
"Tut7",-1,1,1,0,-1,0
"Txn1",-1,0,-1,1,0,1
"Txn2",1,-1,-1,0,1,0
"Txnrd1",1,-1,1,-1,0,0
"Txnrd2",1,-1,-1,0,1,0
"Txnrd3",-1,-1,1,0,0,1
"Tymp",0,1,-1,-1,1,0
"Tyms",1,0,1,-1,-1,0
"Tyr",-1,-1,-1,-1,-1,-1
"Tyrp1",-1,-1,0,-1,-1,1
"Tyw3",1,1,0,-1,-1,0
"Uap1",0,-1,1,0,-1,1
"Uap1l1",0,1,-1,0,-1,1
"Uba1",0,0,1,-1,-1,1
"Uba2",0,1,1,-1,-1,0
"Uba3",1,-1,1,0,0,-1
"Uba6",-1,1,1,0,-1,0
"Uba7",-1,1,0,0,-1,1
"Ubac2",0,0,-1,-1,1,1
"Ube2a",1,1,0,-1,0,-1
"Ube2b",0,0,1,-1,1,-1
"Ube2c",-1,1,0,-1,1,0
"Ube2d1",-1,-1,1,0,0,1
"Ube2d2a",-1,0,1,1,-1,0
"Ube2d3",1,0,1,-1,0,-1
"Ube2dnl1",-1,-1,-1,-1,-1,-1
"Ube2dnl2",-1,-1,-1,-1,-1,-1
"Ube2e1",0,1,1,0,-1,-1
"Ube2e2",-1,0,1,0,-1,1
"Ube2e3",-1,1,-1,1,0,0
"Ube2f",1,0,1,-1,0,-1
"Ube2g1",0,-1,1,-1,1,0
"Ube2g2",-1,0,-1,1,0,1
"Ube2h",0,1,1,-1,-1,0
"Ube2i",-1,1,0,0,-1,1
"Ube2j1",0,1,1,-1,-1,0
"Ube2j2",-1,0,-1,0,1,1
"Ube2k",-1,0,1,1,0,-1
"Ube2l6",-1,-1,1,0,0,1
"Ube2m",0,-1,-1,0,1,1
"Ube2n",-1,0,1,0,-1,1
"Ube2o",-1,1,0,-1,0,1
"Ube2q1",-1,1,0,-1,0,1
"Ube2q2",0,-1,1,1,0,-1
"Ube2ql1",1,-1,-1,0,1,0
"Ube2r2",-1,1,0,1,-1,0
"Ube2s",-1,1,-1,1,0,0
"Ube2t",0,-1,1,-1,0,1
"Ube2u",-1,-1,-1,-1,-1,-1
"Ube2w",-1,-1,1,0,1,0
"Ube2z",-1,1,1,0,-1,0
"Ube3a",1,0,1,0,-1,-1
"Ube3b",0,-1,0,-1,1,1
"Ube3c",-1,-1,1,0,0,1
"Ube4a",0,1,1,-1,-1,0
"Ube4b",0,1,1,-1,-1,0
"Ubiad1",0,-1,-1,0,1,1
"Ubr1",-1,0,1,0,-1,1
"Ubr2",0,0,1,-1,-1,1
"Ubr3",0,-1,1,-1,0,1
"Ubr4",-1,0,1,-1,0,1
"Ubr5",-1,0,1,0,-1,1
"Ubr7",0,1,1,-1,-1,0
"Uck1",0,-1,-1,1,1,0
"Uck2",-1,0,0,-1,1,1
"Uckl1",0,-1,-1,0,1,1
"Ucp1",1,-1,0,-1,1,0
"Ucp2",0,1,0,-1,-1,1
"Ucp3",1,0,0,-1,1,-1
"Uevld",-1,-1,1,0,0,1
"Ugcg",-1,0,1,1,-1,0
"Ugdh",0,-1,1,0,-1,1
"Uggt1",0,1,1,-1,-1,0
"Uggt2",-1,-1,1,0,0,1
"Ugp2",1,0,1,-1,0,-1
"Ugt1a1",-1,0,0,-1,1,0
"Ugt1a2",-1,-1,1,-1,-1,-1
"Ugt1a5",-1,-1,-1,-1,-1,-1
"Ugt1a6b",-1,-1,1,1,0,0
"Ugt1a7c",0,1,0,-1,-1,1
"Ugt1a9",-1,1,0,0,-1,1
"Ugt2a1",-1,-1,-1,-1,-1,-1
"Ugt2a3",-1,-1,-1,-1,-1,-1
"Ugt2b1",-1,-1,1,-1,-1,-1
"Ugt3a1",-1,-1,-1,-1,-1,-1
"Ugt3a2",-1,0,1,-1,0,1
"Ugt8a",-1,-1,1,1,0,0
"Uhrf1",0,0,1,-1,-1,1
"Uhrf2",-1,1,1,0,-1,0
"Umps",0,0,1,-1,-1,1
"Uox",-1,-1,0,-1,-1,-1
"Upb1",0,-1,0,1,-1,1
"Upp1",0,1,-1,-1,0,1
"Upp2",0,0,-1,1,0,-1
"Uprt",0,1,1,-1,-1,0
"Uqcr10",1,-1,-1,0,1,0
"Uqcr11",1,-1,-1,0,1,0
"Uqcrb",1,-1,-1,0,1,0
"Uqcrc1",1,0,-1,-1,1,0
"Uqcrc2",1,-1,0,-1,1,0
"Uqcrfs1",1,-1,-1,0,1,0
"Uqcrh",1,-1,-1,0,1,0
"Uqcrq",1,-1,-1,0,1,0
"Urad",-1,-1,-1,-1,-1,-1
"Urah",1,1,0,0,-1,-1
"Uroc1",-1,-1,0,1,-1,-1
"Urod",0,-1,-1,0,1,1
"Uros",-1,-1,0,1,1,0
"Usp1",-1,0,1,1,-1,0
"Usp10",1,0,1,-1,-1,0
"Usp11",-1,0,1,-1,0,1
"Usp12",1,-1,1,0,-1,0
"Usp13",0,-1,1,-1,1,0
"Usp14",0,1,1,-1,0,-1
"Usp15",0,-1,1,0,1,-1
"Usp16",0,-1,1,1,0,-1
"Usp17la",-1,-1,-1,-1,-1,-1
"Usp17lb",-1,-1,-1,-1,-1,-1
"Usp17ld",-1,-1,-1,-1,-1,-1
"Usp18",-1,-1,1,0,0,1
"Usp19",-1,0,1,-1,0,1
"Usp2",0,-1,0,-1,1,1
"Usp20",1,1,-1,-1,0,0
"Usp21",-1,1,0,-1,0,1
"Usp22",-1,1,0,0,-1,1
"Usp24",1,0,1,-1,-1,0
"Usp25",0,1,1,-1,-1,0
"Usp26",-1,-1,-1,-1,-1,-1
"Usp27x",0,0,1,1,-1,-1
"Usp28",-1,0,1,-1,1,0
"Usp29",-1,-1,-1,-1,-1,0
"Usp3",-1,1,0,0,-1,1
"Usp30",0,1,0,-1,-1,1
"Usp31",-1,0,1,-1,0,1
"Usp32",0,1,1,0,-1,-1
"Usp33",0,0,1,1,-1,-1
"Usp34",-1,0,1,1,-1,0
"Usp35",0,1,-1,1,-1,0
"Usp36",-1,1,-1,0,0,1
"Usp37",-1,1,1,0,-1,0
"Usp38",0,0,1,1,-1,-1
"Usp4",-1,0,1,-1,0,1
"Usp40",1,0,1,0,-1,-1
"Usp42",-1,1,1,-1,0,0
"Usp43",1,1,0,-1,-1,0
"Usp44",-1,-1,-1,-1,1,-1
"Usp45",0,0,1,1,-1,-1
"Usp46",0,0,1,-1,-1,1
"Usp47",0,1,1,-1,-1,0
"Usp48",-1,1,1,0,-1,0
"Usp49",0,1,1,-1,-1,0
"Usp5",-1,0,1,0,-1,1
"Usp51",-1,1,-1,-1,-1,-1
"Usp7",0,1,1,-1,-1,0
"Usp8",1,0,1,-1,-1,0
"Usp9x",0,0,1,-1,-1,1
"Usp9y",-1,-1,-1,-1,-1,-1
"Ust",0,-1,0,1,-1,1
"Uxs1",0,-1,1,1,-1,0
"Vapa",0,1,-1,1,0,-1
"Vapb",0,-1,-1,0,1,1
"Vars",-1,1,-1,0,0,1
"Vcpkmt",-1,0,-1,1,1,0
"Vkorc1",-1,0,-1,1,0,1
"Vnn1",-1,0,1,1,-1,0
"Vps29",-1,-1,1,0,1,0
"Wars",-1,0,1,0,-1,1
"Wdyhv1",1,1,-1,-1,0,0
"Wwox",0,1,-1,0,-1,1
"Wwp1",1,0,1,0,-1,-1
"Wwp2",-1,1,0,0,-1,1
"Xdh",1,1,0,-1,-1,0
"Xpo6",-1,0,1,0,-1,1
"Xpo7",1,0,1,-1,-1,0
"Xylb",0,1,1,-1,-1,0
"Xylt1",0,0,1,-1,-1,1
"Xylt2",-1,0,0,1,-1,1
"Yars",-1,0,0,1,-1,1
"Ykt6",0,1,-1,0,-1,1
"Zc3hav1",-1,1,1,0,-1,0
"Zdhhc1",-1,1,-1,0,0,1
"Zdhhc11",-1,-1,-1,-1,-1,-1
"Zdhhc12",-1,1,-1,1,0,0
"Zdhhc13",-1,1,1,0,-1,0
"Zdhhc14",-1,1,1,-1,0,0
"Zdhhc15",0,-1,1,0,-1,1
"Zdhhc16",-1,1,0,1,-1,0
"Zdhhc17",0,-1,1,1,0,-1
"Zdhhc18",-1,1,0,-1,1,0
"Zdhhc19",-1,-1,-1,-1,0,-1
"Zdhhc2",-1,-1,1,1,0,0
"Zdhhc20",0,1,1,0,-1,-1
"Zdhhc21",0,1,1,0,-1,-1
"Zdhhc22",-1,-1,-1,-1,-1,-1
"Zdhhc23",1,-1,0,-1,1,0
"Zdhhc24",-1,1,0,0,-1,1
"Zdhhc3",0,0,1,-1,-1,1
"Zdhhc4",-1,0,-1,1,0,1
"Zdhhc5",-1,-1,1,0,0,1
"Zdhhc6",-1,1,1,0,-1,0
"Zdhhc7",-1,0,-1,0,1,1
"Zdhhc8",-1,1,0,0,-1,1
"Zdhhc9",1,1,0,-1,-1,0
"Zmpste24",-1,1,1,0,-1,0
"Znrf1",-1,0,-1,1,1,0
"Znrf2",-1,0,1,1,-1,0
"Zswim2",-1,-1,-1,-1,-1,-1
"mt-Atp6",1,-1,0,0,1,-1
"mt-Atp8",1,-1,0,0,1,-1
"mt-Co1",1,-1,0,0,1,-1
"mt-Co2",1,-1,0,0,1,-1
"mt-Co3",1,-1,0,0,1,-1
"mt-Cytb",1,-1,0,0,1,-1
"mt-Nd1",1,-1,0,0,1,-1
"mt-Nd2",1,-1,0,0,1,-1
"mt-Nd3",1,0,-1,0,1,-1
"mt-Nd4",1,-1,0,0,1,-1
"mt-Nd4l",1,-1,1,0,0,-1
"mt-Nd5",0,-1,1,1,0,-1
"mt-Nd6",0,0,-1,1,1,-1
